"success","trial_type","trial_index","time_elapsed","internal_node_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes"
"","html-keyboard-response","41","257044","0.0-35.0-5.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","630","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc12","42","298272","0.0-35.0-6.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","run_exp/static/audio/clip_14_drift.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>","",""
"","html-keyboard-response","43","301274","0.0-35.0-7.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","2999","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc13","44","336542","0.0-35.0-8.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","run_exp/static/audio/clip_15_summary.m4a","null","","","","","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>","",""
"","html-keyboard-response","45","337356","0.0-35.0-9.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","811","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","do_welcome","46","341545","0.0-35.0-10.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null",""
"","do_trial","47","347574","0.0-35.0-11.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,0,0"
"","html-keyboard-response","48","348584","0.0-36.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","49","354617","0.0-36.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,0,0"
"","html-keyboard-response","50","355634","0.0-37.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","51","361655","0.0-37.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,0,0"
"","html-keyboard-response","52","362662","0.0-38.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","53","368691","0.0-38.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,0,0"
"","html-keyboard-response","54","369701","0.0-39.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","55","375721","0.0-39.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,0,0"
